Title,Lyrics
TAEYEON - Fabulous,"
Darling, I'm a masterpiece, a work of art
Hi, my name is Fabulous, your favorite star
Diamonds on my wrist
Come, blow me a kiss
'Cause, hi, my name is Fabulous, your favorite star
[Verse 1]
Oh, when I walk down the boulevard
People call my name
Oh, my God, look, there she goes again
Hear them whispering
[Pre-Chorus]
She's so bad but she's classy
How she do it? Don't ask me
They all wanna hold my hand
Got 'em all saying, ""Damn, girl""
[Chorus]
Darling, I'm a masterpiece, a work of art
Hi, my name is Fabulous, your favorite star
Diamonds on my wrist
Come, blow me a kiss
'Cause, hi, my name is Fabulous, your favorite star
[Verse 2]
Takin' pictures, signin' autographs
Roses on the stagе
Don't you know I'm rare like caviar?
Tasty on your plate
[Pre-Chorus]
I'm so bad, I'm so classy
How I do it? Don't ask mе
They all wanna be my fan
I got 'em all saying, ""Damn, girl""
[Chorus]
Darling, I'm a masterpiece, a work of art
Hi, my name is Fabulous, your favorite star
Diamonds on my wrist
Come, blow me a kiss
'Cause, hi, my name is Fabulous, your favorite star
[Bridge]
I'm your sunshine, I'm your star
Babe, without me won't get far
So divine, I'm off the charts
Masterpiece, a work of art
[Chorus]
Darling, I'm a masterpiece, a work of art
Hi, my name is Fabulous, your favorite star
Diamonds on my wrist
Come, blow me a kiss
'Cause, hi, my name is Fabulous, your favorite star"
TAEYEON - Stay,"
近頃夢さえもみない
あなたがいないことが
日常になってくなんて
信じられない
[Verse 2]
誰にも言えないこと全部
打ち明けてしまえたのは
あなただけだったのに
隣にはいないの
[Pre-Chorus 1]
今も耳に残る your voice
もう一度呼んで欲しい my name
泣いたままで
位置について
顔を上げてみる
[Chorus 1]
Go away
ひとりだって
意外と高く跳べる私は今
再生可能でしょ？ Renewable energy
Maybe yes, maybe no
Way
怖くたって
勇気をかき集めて 踏み切るのよ
采配を振るのは私よ
Maybe yes, maybe no
[Verse 3]
晴れたら心も晴れて
雨なら落ち込む
わかりやすい脆さに息が苦しくなる
[Pre-Chorus 2]
今もあなたなしじゃ so sad
強く抱きしめてよ all again
泣きじゃくって
眠りにつく
目を覚まさなくちゃ
[Chorus 2]
So stay
ひとりだって
たまにはうまく跳べる日もあるから
大丈夫だって強がるの
Stay with me, stay with me
Stay
泣いてたって
時間は容赦なくきっと流れてゆく
再会を待つのはツライの（イタイの）
Stay with me, stay with me
[Bridge]
何が足りない？（Oh）
必要なものは（Ooh ooh）
差し出してから手に入るの
悲しいことじゃない
Oh
[Chorus 1]
Go away
ひとりだって
意外と高く跳べる私は今
再生可能でしょ？ Renewable energy（Energy）
Maybe yes, maybe no（Oh-oh-oh, oh）
Way
怖くたって（Yeah）
勇気をかき集めて 踏み切るのよ（Oh-oh）
采配を振るのは私よ（だけど）
Stay with me, stay with me
Stay or go, stay or go"
TAEYEON - Time Lapse,"
여전히 그대로죠 생일은
몇 번씩이나 지났고
분명 나 역시 조금 더
어른이 돼 있는 것 같은데
[Chorus]
아직도 너의 그 이름을 떠올리면
눈물이 맺히고 잠시만 눈을 감으면
니 모습이 보이고 모든 게 변해가도
너만은 항상 같은 자리에서
똑같은 모습으로 계속 날 울려
[Verse 2]
여전히 그대로죠 계절은
몇 번씩이나 변했고
이젠 너 없는 일상에
조금은 익숙해질 법도 한데
[Chorus]
아직도 너의 그 이름을 떠올리면
눈물이 맺히고 잠시만 눈을 감으면
니 모습이 보이고 모든 게 변해가도
너만은 항상 같은 자리에서
똑같은 모습으로 계속 날 울려 (계속 날 울려)
[Verse 3]
그래 이별이란 게 다 그런 거지 뭐
함께여서 행복했던 기억 모두 지워 가는 것
하지만 잊으려 하면 그럴 때면
눈물이 맺히고 (눈물이 맺혀)
맺혀진 그 눈물 위로
다시 니가 흐르고 시간은 멈춰지고
애써 숨겨왔던 나의 마음이
조용히 고갤 들고
애타는 목소리로 다시 널 불러
[Outro]
그래 사랑이란 게 다 그런 거지 뭐
항상 시작과 끝은 달라도 너무 다르고
그래 이별이란 게 늘 항상 그렇지 뭐
더 깊이 사랑한 마음을 찾아와 울려
그래 이별이란 게 계속 날 울려"
TAEYEON - U R,"
[Intro]
Ooh whoa, whoa whoa...
[Verse 1]
오랫동안 내 마음엔 구름 가득 비가 내려
따스한 햇살 비추길 간절히 바랬죠
어깨를 적신 빗방울도 마르면 나만 홀로
남겨질까 너무나도 두려웠죠
[Pre-Chorus 1]
그댄 빛처럼 비 갠 뒤처럼
내 마음에 떠오르죠 이렇게
[Chorus]
'Cause you are 내게 내린 빛과
You are 너무 고운 꿈과
일곱 빛으로 온 세상을
더 아름답게 물들여
언제나, yeah, you are
[Verse 2]
텅 빈 푸른 언덕 위에 무지개는 지붕이 돼
그 아래 가만히 누워 하늘을 보아요
세상 가장 평온함과 처음 느낀 설레임
누구보다 사랑스러워
[Pre-Chorus 2]
고갤 돌리면 그대 미소에
나도 몰래 손을 뻗죠 이렇게
[Chorus]
'Cause you are 내게 내린 빛과
You are 너무 고운 꿈과
일곱 빛으로 온 세상을
더 아름답게 물들여
언제나, yeah, you are
[Bridge]
내 창을 적신 비가 그치면
Under the rainbow 그대 기다리겠죠
차마 난 하지 못했던
얘기 못했던 그 모든 비밀
오늘은 전하고 싶어
[Chorus]
You are 항상 나의 곁에
You are 여린 내 맘 속에
더 눈부시게 아름답게
온 밤하늘을 채우는
You're my star, yeah, you are
[Outro]
Oh, you are
You are
Oh...
You are"
TAEYEON - Wine,"
긴 시간이 쌓여
깊어져 가듯이
서로에 번져
견뎌 온 wind and rain
쉼 없이 설렌
시작은 너무도 스쳐지나
더 아쉬울 뿐인 걸
[Post-Chorus]
익어 갈수록 더 투명한
순간에 닿은 빛
보여 줄래
[Chorus]
취할 듯한 짙은 향기로
숨 막히게 more beautiful
수많은 밤 좀 더 깊어진 눈빛과
시간을 더해 온 너와 나
My vintage love
My vintage love
[Verse 2]
오래될수록
감미로워지는 법
너에게서 늘 배워가는 나인 걸
[Post-Chorus]
아득하게 넌 더 퍼져 가
강렬한 이 느낌
잊지 않게
[Chorus]
취할 듯한 짙은 향기로
숨 막히게 more beautiful
수많은 밤 좀 더 깊어진 눈빛과
시간을 더해 온 너와 나
My vintage love
My vintage love
[Bridge]
음미하는 기억마다 내게 널 비춘
수많은 시간 앞에 forever
소리 없이 더 깊어져 간
날 담은 네 눈빛
간직할래
[Chorus 2]
취할 듯한 맘을 맡기고
바라볼 때 so beautiful
오랜 시간보다 선명한 빛깔과
향기로 깊어진 너와 나
My vintage love
My vintage love
Is beautiful, oh (My vintage)
[Outro]
My vintage love
My vintage love (Love)"
TAEYEON - 그리고 하나 (Only One),"
쉽게 상처 받고 쉽게 눈물나고
쉽게 아프던 날 기억하나요
지금도 그래요 여전히 같아요
이런 날 보면 어떨까요
쉽게 돌아서도 쉽게 멀어져도
쉽게 잊지 못할 그댈 알아요
여전히 이런 날 아직도 이런
나를 본다면 바보라 하겠죠
[Hook 1]
원하고 원해요 그리고 하나
아프고 아파도 그래도 한번
닳고 닳아진데도
눈물이 마르지 않아도
처음으로 돌아갈 수 있다면
[Verse 2]
처음 마주쳤던 그때 그 시간이
원망스러워 질 때도 있어요
가끔은 이래요 그리움조차 허락
안되면 숨도 못 쉬면서
[Hook 1]
원하고 원해요 그리고 하나
아프고 아파도 그래도 한번
닳고 닳아진데도
눈물이 마르지 않아도
처음으로 돌아갈 수 있다면
[Hook 2]
혹시나 혹시나 그대도 한번
살다가 살다가 적어도 한번
가끔은 내 생각에 가슴 시린 날이 있나요
혹시나 살다가 적어도 한번
[Bridge]
그리고 하나 이것만 기억해요
그대만이라도 제대로 살아줘요
[Hook 2]
혹시나 혹시나 그대도 한번
살다가 살다가 적어도 한번
가끔은 내 생각에 가슴 시린 날이 있나요
혹시나 살다가 적어도 한번쯤은…"
TAEYEON - Siren,"
[Verse 1]
Falling deep, deep 어디까지
깊어질진 나도 몰라
처음부터 빠뜨릴
그런 계획은 아니었어
잔뜩 헝클어진 호흡과
내게 고정되어 버린 두 눈
굳이 말하지 않아도 난
다 알 것 같아
지금 너의 맘은 나를 원해
[Pre-Chorus]
넌 나에게 애원하지만
그런 너를 난 가만히 바라봐
그 가슴에 계속해서 불 질러
무모한 모험을 시작한 너
Keep sinking down
더 빠져들어 가
[Chorus]
I can hear the siren
너도 들리니
예고 없이 온 맘을 뺏긴
네가 가여워져
빠지고 빠져도
끝없이 잠기기만 해
채우고 채워도
계속돼 날 향한 갈증
Hear the siren
난 좀 위험해
[Verse 2]
잔인한 fantasy
널 구원할 듯 해치는 (Ah)
내 모든 몸짓은
유일한 네 medicine (Hah)
품에 안는 순간 또
물거품이 돼 버려
치솟는 adrenaline (Yeah, yeah)
Come, catch me, ah, if you can, yeah (Yeah)
입을 맞춰도 영원히
나를 가질 순 없으니
[Pre-Chorus]
넌 나에게 손을 뻗지만
그런 너를 난 가만히 바라봐 (가만히 바라봐)
그 가슴에 계속해서 불 질러 (Ooh)
도저히 헤어나지 못해 넌 (Ooh)
Keep sinking down
더 빠져들어 가
[Chorus]
I can hear the siren
너도 들리니
Yeah, 예고 없이 온 맘을 뺏긴 (맘을 뺏긴)
네가 가여워져 (Ooh, ooh yeah)
빠지고 빠져도
끝없이 잠기기만 해 (끝없이)
채우고 채워도
계속돼 날 향한 갈증 (날 향한 갈증)
Hear the siren
난 좀 위험해
[Bridge]
Silence coming for us
고요한 정적에
더 아득해질 때 (어떻게)
네 영혼의 깊은 곳까지
나로 다 적시어
너를 가둘게
영원히 내 곁에
[Chorus]
I can hear the siren (I can hear the siren)
너도 들리니 (너도 들리니)
예고 없이 온 맘을 뺏긴 (예고 없이 온, no, no)
네가 가여워져 (네가 가여워져)
빠지고 빠져도
끝없이 잠기기만 해 (Ooh)
채우고 채워도
계속돼 날 향한 갈증
Hear the siren
난 좀 위험해"
TAEYEON - Letter To Myself,"
[Chorus]
I wrote a letter to myself
서툴게도 써내리는 맘속
더 깊이 눌러왔던 말
그 어떤 말보다
널 잃지 않았으면 해
[Verse 1]
길 잃은 채 헤매던 매일
그늘진 마음 그 끝에
여전히 변치 않은 내가 있었어
I could be good
I could be bad
어렵고 어리던 내게
그 아픔 위로
다시 널 위로하고 싶어
[Pre-Chorus]
끌어안은 상처 따윈
It's only hurting you
[Chorus]
I wrote a letter to myself
서툴게도 써내리는 맘속
더 깊이 눌러왔던 말
다 쏟아낸 순간
선명해 voices in my head
[Post-Chorus]
My head, my head, my head, my head
내가 날 울리던 모든 밤
기억을 다르게 채워 가
[Verse 2]
삼켜왔던 단어들로
솔직한 이야기를 적어
이제야 말하는 날 미워하지 마
멍든 마음과 흉터마저
어설픈 대로 내뱉어
더이상 내게 숨길 필요 없잖아
[Pre-Chorus]
어색한 표현 따윈 버려
I’m done being used
[Chorus]
I wrote a letter to myself (Yeah, yeah)
서툴게도 써내리는 맘속
더 깊이 눌러왔던 말
그 어떤 말보다
널 잃지 않았으면 해
I wrote a letter to myself (Yeah, yeah)
또 잊었던 내 모습이 보여
꼭 숨어있던 날 만나
제대로 마주 봐
들려와 voices in my head
[Post-Chorus]
My head, my head, my head, my head (Oh, woah, woah, woah)
내가 날 울리던 모든 밤
기억을 다르게 채워 가 (다르게 채워 가)
Oh, oh
My head, my head, my head, my head (My head)
오롯이 내가 들리는 밤 (내가 들리는 밤)
다시는 놓치지 않아 날 (Oh-ah)
Oh, oh
[Outro]
선명해 voicеs in my head
선명해
voices in my head"
TAEYEON - Starlight,"
[Intro: Taeyeon]
Love is amazing, ah
[Chorus: DEΔN]
You are my starlight, 내 맘을 비춰, uh
함께 있으면 온종일 꿈꾸는 기분
You are my starlight, 참 행복해져
선물 같아 너란 사랑
[Verse 1: Taeyeon]
혼자가 익숙했던 회색빛의 나의 하루에
사뿐히 다가와선 날 두드린 그 날을 기억해
빛처럼 날 비춰 어둠에서 나를 깨우곤
닫힌 맘의 창을 열어 줬어
[Verse 2: Taeyeon]
내 눈에 비친 잔뜩 찡그린, yeah
어색한 얼굴 뒤로 조금씩 웃어보던 너
사랑스러워 참을 수 없었지, oh
기적처럼 발견한 넌 늘 미소 짓게 해
You're my starlight
[Chorus: DEΔN]
You are my starlight, 내 맘을 비춰, uh
함께 있으면 온종일 꿈꾸는 기분
You are my starlight, 참 행복해져
선물 같아 너란 사랑
[Verse 3: Taeyeon]
아무런 의미 없던 아주 사소한 일상들도
처음 본 세상처럼 새로운 느낌 난 매일 놀라
어느새 날 바꿔 텅 비어 있던
내 얼굴 위로 새로운 날 그려 줘
[Chorus: DEΔN,
Taeyeon
,
Both
]
You are my starlight, 내 맘을 비춰, uh
(You, you, you, you, you, you)
함께
있으면
온종일
꿈꾸는 기분
You are my
starlight, 참 행복해져
(Oh, no no no no)
선물 같아 너란 사랑
(선물 같아)
[Bridge: DEΔN]
맘이 흐린 날에도 맑게 개어
너를 본 순간 오직 너만으로 충분해
널 그저 바라만 봐도 입가에 번지는 기쁨
이토록 날 웃게 할 한 사람 너뿐이야
[Chorus: DEΔN]
You are my starlight, 감출 수 없어 (Ooh)
함께 있으면 내 맘이 춤추는 기분
You are my starlight, 참 감사해져
꿈만 같아 너란 사랑
[Outro: DEΔN,
Taeyeon
]
You are my starlight
My emotion, you feel me?
별처럼 빛나는 나를 봐, oh
매일 깨달아
You are my starlight, yeah
Mmh, yeah
(Oh yeah)
My baby, baby, mmh..."
TAEYEON - Do You Love Me?,"
여길 봐요 나 홀로
그대만 본 지 오래
아무도 내 맘 몰라요 말한 적도 없죠
이런 날
[Pre-Chorus]
오늘만을 위해 몰래
숨겨왔어 이 노래
요즘 어때요? 자꾸 또 다른 얘기만하게 돼요
[Chorus]
내 맘속 사실, do you love me?
바랬던 단 하나 you love me
알아요 너무 흔한 그 말 세상 뻔한
그래도 듣게 되면 나 녹아버릴 그 말
날 녹여버릴 그 말
Do you?
[Verse 2]
들어봐요 가만히
그댈 향한 이 노래
혹시 나 어때요?
자꾸 또 입안에서만 맴도네요
[Chorus]
내 맘속 사실 do you love me?
바랬던 단 하나 you love me
알아요 너무 흔한 그 말 세상 뻔한
그래도 듣게 되면 나 녹아버릴
[Bridge]
내게 묻은 그대 향기 누가 눈치채기 전에
I wanna know if you love me
말해봐요, do you love me?
[Chorus 2]
길었던 기다림 you love me
가슴속 소원 하나 love me
아나요 가장 아름답고 황홀한 말
오늘 밤 듣게 되면 다 녹아내릴 그 말"
TAEYEON - 숨겨진 세상 (Into the Unknown),"
아-아-아-아
아-아-아-아-아-아
[Chorus]
Into the unknown
Into the unknown
Into the unknown
[Refrain]
아-아-아-아
[Verse 1]
듣기 싫어 저리 가
제발 좀 나를 내버려 둬
지금 이 행복을 잃고 싶지 않은데
자꾸 왜 맴돌며
나를 데려가려 해 (오-오 오-오)
귀를 막겠어
스쳐갈 바람일 뿐이야
뭐라 말해도 (그만해)
못 들은척 할래
소중한 내 사람들을 떠날 수 없어
저 불안한 세상에 날 떠밀지 말아 줘
[Pre-Chorus]
저 두렵고 낯선
위험한 모험들
비바람 몰아치듯 저 멀리서 날 불러
[Chorus]
Into the unknown
Into the unknown
Into the unknown
[Refrain]
아-아-아-아
아-아-아-아-아-아
[Verse 2]
뭘 원해 넌
왜 자꾸 나를 부르니
내가 위험해지는 거
그걸 바라는 거니
어쩌면 알고 있니 마법 같은 내 비밀
여긴 내가 있을 곳이 아닌걸
[Pre-Chorus]
견디기에 버거워져
힘이 강해질수록
잠들었던 내 마음이 깨어나
[Chorus]
Into the unknown
Into the unknown
Into the unknown
[Refrain]
아-아-아-아
아-아-아-아
[Bridge]
오-오-오
어디 있니?
내가 보이니?
느낀다면
보여줘 널
[Refrain]
아-아-아-아
아-아-아-아
아-아-아-아
아-아-아-아
아-아-아-아
아-아-아-아
아-아-아-아
아-아-아-아
[Outro]
어둡고 험한
먼 길이라도
그곳에 가겠어
Into the unknown"
TAEYEON - Rescue Me(レスキューミー),"Kanji
立ち止まった Show window
眩しいガラスに映る
私の中には
私はもういない
何をしててもあなたの影が
側にいて消えなくて消えせなくて
胸の深い闇に逃げ込んだまま
出られなくなってしまったの
ねぇ
助け出してここにいるよ
あなたしか聴こえない
声を枯らして叫んでるのに
怖くてただ震えてるよ
もう息も出来ない
お願い Rescue me
煌めく街並み
騒がしい人の波
恋人たちは笑って
幸せを競い合って
燻ったままのあなたへの愛の小さな火が
消えなくて消えせなくて
涙さえ枯れて乾いた心に
火を付けてしまったの
Wow ねぇ
助け出してここにいるよ
あなたしか聴こえない
声を枯らして叫んでるのに
炎に今飲み込まれて
もう息も出来ない
お願い Rescue me
行方不明になった私を今
探し出せる人は Wow
あなたしかいない
あなたしかいない
Wow
助け出してここにいるよ
あなたしか聴こえない
声を枯らして叫んでるのに
Wow 怖くてただ震えてるよ
もう息も出来ない
お願い Rescue me
助け出してここにいるよ
あなたしか聴こえない
声を枯らして叫んでるのに
炎に今飲み込まれて
もう息も出来ない
お願い Rescue me
Wow rescue me, wow rescue me
Wow rescue me
Romaji
Tachidomatta Show window
Mabushii garasu ni utsuru
Watashi no naka ni wa
Watashi wa mou inai
Nani wo shitete mo anata no kage ga
Soba ni ite kienakute kiesenakute
Mune no fukai yami ni nigekonda mama
Derarenaku natte shimatta no
Ne
Tasukedashite koko ni iru yo
Anata shika kikoenai
Koe wo karashite sakenderu no ni
Kowakute tada furueteru yo
Mou iki mo dekinai
Onegai Rescue me
Kirameku machinami
Sawagashii hito no nami
Koibitotachi wa waratte
Shiawase wo kisoiatte
Kusubutta mama no anata e no ai no chiisana hi ga
Kienakute kiesenakute
Namida sae karete kawaita kokoro ni
Hi wo tsukete shimatta no
Wow nee
Tasukedashite koko ni iru yo
Anata shika kikoenai
Koe wo karashite sakenderu no ni
Honoo ni ima nomikomarete
Mou iki mo dekinai
Onegai Rescue me
Yukuefumei ni natta watashi wo ima
Sagashidaseru hito wa Wow
Anata shika inai
Anata shika inai
Wow
Tasukedashite koko ni iru yo
Anata shika kikoenai
Koe wo karashite sakenderu no ni
Wow kowakute tada furueteru yo
Mou iki mo dekinai
Onegai Rescue me
Tasukedashite koko ni iru yo
Anata shika kikoenai
Koe wo karashite sakenderu no ni
Honoo ni ima nomikomarete
Mou iki mo dekinai
Onegai Rescue me
Wow rescue me, wow rescue me
Wow rescue me
English
I stop in front of the show window
I see my reflection in the radiant glass
I don't see myself
Within me
No matter what I do, your shadow will always be by my side
It doesn’t go away, it can't be erased
How can I escape the darkness of my heart
There's no escape
Hey
Please help me, I am right here
Only you can hear me
My voice fades from screaming
I am scared, still trembling
I cannot breathe anymore
Please rescue me
The bright townscape
The noisy crowd of people
Lovers laugh and competing to see
Who is the most fortunate
My love for you remains like an undying flame
It doesn’t go away, it can't be erased
My heart where even tears dry up
It still ignite in flames
Wow hey
Please help me, I am right here
Only you can hear me
My voice fades from screaming
I am scared, still trembling
I cannot breathe anymore
Please rescue me
To me, who cannot find myself
The only person who can find me
Is only you
Is only you
Wow
Please help me, I am right here
Only you can hear me
My voice fades from screaming
Now being swallowed by flames
I cannot breathe anymore
Please rescue me
Please help me, I am right here
Only you can hear me
My voice fades from screaming
I am scared, still trembling
I cannot breathe anymore
Please rescue me
Wow rescue me, wow rescue me
Wow rescue me"
